repo,dependency_file,affected_test_file,bypass_method,commit_hash,commit_date,commit_author,commit_message,total_commits_to_file,description
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,2e98ce497a043272cf8536a8cd2a69ad9e953ae8,2025-08-17T10:44:26-07:00,Dominik Stiller,Remove mentions of relative font sizes,69,Style file loaded via package resources
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),0e078a7af0a08c3d9a0ca381b33816e69e21aa00,2025-08-01T12:26:31+02:00,Tim Hoffmann,Update lib/matplotlib/figure.py,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),db30cbe4a1c45c05d295e57d8aac287fede7d75b,2025-07-31T16:34:09-04:00,Thomas A Caswell,MNT: restore the old DPI when resetting the canvas,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),a38f9bb624f59cc01320840a5a53b6ab32e72867,2025-07-27T23:32:44+02:00,Tim Hoffmann,Fix: properly decouple from pyplot and specific backends when destroying,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),4af03f44b6be8dce3651d7a93a593e110998dbe1,2025-05-26T20:16:00+02:00,Trygve Magnus Ræder,Update to docs with regards to colorbar and colorizer,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,46255ae65bf61d0defae7729ec826189c7016189,2025-05-23T14:08:57+02:00,Antony Lee,Use fix-cm instead of type1cm.,69,Style file loaded via package resources
matplotlib,lib/matplotlib/tests/data/test_inline_01.ipynb,lib/matplotlib/tests/test_backend_inline.py,subprocess (jupyter nbconvert),9e7106b3a843b9268fab227ed20103037f57ff6f,2025-05-17T05:14:49-04:00,Elliott Sales de Andrade,Move test data into a single subdirectory,1,Jupyter notebook executed in subprocess
matplotlib,lib/matplotlib/tests/data/test_nbagg_01.ipynb,lib/matplotlib/tests/test_backend_nbagg.py,subprocess (jupyter nbconvert),9e7106b3a843b9268fab227ed20103037f57ff6f,2025-05-17T05:14:49-04:00,Elliott Sales de Andrade,Move test data into a single subdirectory,1,Jupyter notebook executed in subprocess
matplotlib,lib/matplotlib/tests/data/mpltest.ttf,lib/matplotlib/tests/test_mathtext.py,font loading (C library),9e7106b3a843b9268fab227ed20103037f57ff6f,2025-05-17T05:14:49-04:00,Elliott Sales de Andrade,Move test data into a single subdirectory,1,Test font file loaded by FreeType
matplotlib,lib/matplotlib/tests/data/cmr10.pfb,lib/matplotlib/tests/test_type1font.py,font loading (C library),9e7106b3a843b9268fab227ed20103037f57ff6f,2025-05-17T05:14:49-04:00,Elliott Sales de Andrade,Move test data into a single subdirectory,1,Type1 font file loaded by FreeType
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),00d5cb6ebfdadd1a5c302b350463e30c4c4d8275,2025-04-23T09:32:10+02:00,Pieter Eendebak,Fix behaviour of Figure.clear() for SubplotParams (#27183),1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),0c312495875d5efba9045db8862c4f40533b2db1,2025-04-13T12:32:11+02:00,David Stansby,Bump codespell version,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),00b4df2178346e25b724a2e471800fd0444403b5,2025-04-03T02:59:44-04:00,Elliott Sales de Andrade,Backport PR #29545: DOC: correctly specify return type of `figaspect`,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),315c4fbae7879650275054bb07235abc21563dbf,2025-03-11T11:04:33+01:00,Antony Lee,Keep default minor log ticks if there's 1 major & 1 minor tick.,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),bc942159381b8f750f1b48200dc7589320a338da,2025-03-02T12:56:05+01:00,Antony Lee,Improve tick subsampling in LogLocator.,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),af95fef7b49d6aeaded89ce347d75d47693b2958,2025-02-22T05:00:05-08:00,Christine P. Chai,Backport PR #29642: DOC: Add docstrings to get_usetex and set_usetex in ticker.py,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),9130cafb29b320ae5ad648a80a3ab339978107cd,2025-02-22T05:00:05-08:00,Christine P. Chai,DOC: Add docstrings to get_usetex and set_usetex in ticker.py (#29642),718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),d443e9d90081b7f9748e72680b76689ad2779059,2025-02-12T16:27:47+01:00,Tim Hoffmann,ENH: Support units when specifying the figsize,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),1746d11ac5906bcccb656f98fb3377a4066a3948,2025-02-08T01:17:23+01:00,Tim Hoffmann,MNT: Reduce the use of get_xticklabels() in examples,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),74af1bbb2bf36092ef7edf1a2850face9bb06b24,2025-01-29T22:03:16+01:00,DerWeh,DOC: correctly specify return type of `figaspect`,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),05a66bb2a46a67d0bb716239ecafa681b2832ea3,2025-01-29T12:11:04+03:30,MKhatibzadeh,Fix: Ensure ScalarFormatter.set_useOffset properly distinguishes betw… (#29537),718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,9a62494da959cea9d737573273f3017ff497902e,2024-12-21T15:39:34-05:00,Scott Shambaugh,Make axes3d.depthshade and axes3d.depthshade_minalpha rcparams,69,Style file loaded via package resources
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),2f27efa61e1b45e43588c9f38e65d83e98ec14b6,2024-12-20T03:37:05-05:00,Elliott Sales de Andrade,Use _val_or_rc in more places,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),2f27efa61e1b45e43588c9f38e65d83e98ec14b6,2024-12-20T03:37:05-05:00,Elliott Sales de Andrade,Use _val_or_rc in more places,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),f90040392a79d89e7a619e407badfdf1be0016c1,2024-12-11T19:59:25-05:00,Elliott Sales de Andrade,Backport PR #29254: DOC: Add note to align_labels(),1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),07c2f3f5dfa35e4d55ced1ff905a86dcca62e63b,2024-12-08T01:05:58+01:00,Tim Hoffmann,DOC: Add note to align labels,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),447ea3d01da7c1c37f5301fd7ada502c6062668f,2024-11-22T10:37:40+01:00,Antony Lee,"Minor cleanups to docstrings, comments, and error messages.",718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),f86f2391d1ef16775ad6c995165095a89f20a4de,2024-11-12T23:20:46-05:00,Elliott Sales de Andrade,Backport PR #29128: Tweak AutoMinorLocator docstring.,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),a5fde40c0f95d5dd94549534558475472482f790,2024-11-12T17:23:04+01:00,Antony Lee,Tweak AutoMinorLocator docstring.,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),915bfadc2bcda7516742900e6077cd4508e4e330,2024-10-31T18:52:54+01:00,Antony Lee,Label log minor ticks if only one log major tick is drawn.,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),6c92776cbd3cf32b721c86a037deee3f813b030f,2024-10-31T18:07:39+01:00,Antony Lee,"Factor out common formats strings in LogFormatter, LogFormatterExponent.",718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),61833b8c858d1d847b5f94de89bacea2334f6bad,2024-10-30T21:41:23+02:00,Doron Behar,ticker.EngFormatter: allow offset (#28495),718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),ff262a15e399f85cc9eb7988a8ae2f55d0cdc83f,2024-10-28T22:36:52+01:00,FMasson,Return filename from save_figure (#27766),146,Backend code executed in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),51e8f7f3558773662ddf02f18a8e72b13b8b5ee5,2024-10-24T21:31:49+02:00,Trygve Magnus Ræder,New data → color pipeline (#28658),1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),07b5c93460540e09e266e3083969b90a103a7db3,2024-10-24T09:19:48+02:00,Tim Hoffmann,DOC: Better explain suptitle / supxlabel / supylabel naming,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),0cf4c2f11deedf7d27c7445636de423c0f164d34,2024-10-23T14:47:54-07:00,Jody Klymak,FIX: auto_fmtxdate for constrained layout,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),b81c2c9313c77552ed37a66c7e6b8efa5e6e1f5d,2024-10-22T09:49:32+02:00,Tim Hoffmann,MNT: Deprecate changing Figure.number,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),13380e100200db3a04cb43be968d6962d51d0a28,2024-09-26T22:27:06+02:00,Tim Hoffmann,MNT: Cleanup FontProperties __init__ API (#28843),718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),d9fdae88f1e9d72fb692632088b3eee3615aaabe,2024-09-25T01:06:18-04:00,Elliott Sales de Andrade,Remove remaining 3.8 deprecations,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),33fd5b13e68ca766474c4f9aa04477c8b55ec9b9,2024-09-20T02:52:25-04:00,Elliott Sales de Andrade,DOC: Mark subfigures as no longer provisional,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),a0d5f89ad10417d2ca0d45446980f13ebb7025c0,2024-09-19T16:02:40+02:00,Tim Hoffmann,DOC: Add illustration to Figure.subplots_adjust,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),7c074e69afaf7f290acf0a9e9b132aa7e14b4e9d,2024-09-09T16:58:36+02:00,Tim Hoffmann, MNT: Replace _docstring.dedent_interpd by its alias _docstring.interpd,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),f6b8a1b8c11d3c105a05a7ce796b0c775186126d,2024-09-07T10:16:42-05:00,Kyle Sunden,"numticks kwonly, doc removal of set_label",718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),f7972682baa9afdbdba247da5a31852beac34726,2024-08-29T10:36:15+02:00,Oscar Gustafsson,Change first argument to add_axes from list to tuple,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),d9d1a4d3f6612e9349f1607f46f359bdce8934f6,2024-08-22T10:20:39+02:00,Tim Hoffmann,Backport PR #28743: Minor fixes in ticker docs,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),1e35e7379ff35234bcd53941659d3f434ab0cd07,2024-08-21T13:43:09+02:00,Oscar Gustafsson,Minor fixes in ticker docs,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),0c911b38a8bcd8a9e4a55bf17f5fca9aaaaae09a,2024-07-20T09:15:52+01:00,Ruth Comer,"Get dpi, canvas and renderer directly from the root Figure",1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),851177f47e7e81e2b0e5016354a687ad65353cd6,2024-07-11T20:30:42+01:00,Ruth Comer,Subfigures become stale when their artists are stale,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),bbb0d01bfa333746c77c4490164e9e3682fd56b2,2024-06-26T17:03:20-04:00,Thomas A Caswell,Merge pull request #28397 from rcomer/subfigure-stale,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),14711fac10f959162a054b2b3eb43fa3ef742d49,2024-06-26T11:43:43-04:00,Thomas A Caswell,Backport PR #28465: Fix pickling of SubFigures,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),555cdbc2b2bbf3a1c89b54e842958414b172f752,2024-06-26T03:10:15-04:00,Elliott Sales de Andrade,Fix pickling of SubFigures,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),2ce894113215d1b6c897b99d3e91bd03cd8dcfe1,2024-06-13T20:20:53+01:00,Ruth Comer,FIX: stale root Figure when adding/updating subfigures,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),3e0902ca634ee1b94233e4441118f517414cb030,2024-06-12T14:22:48+10:00,saranti,add api change docs,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),394b5539dc337b54f8a730ec126cc7fcb4fdf73c,2024-06-10T10:39:28-06:00,Scott Shambaugh,Backport PR #28359: Document that axes unsharing is impossible.,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),a25c1bd0becdcfae5ccec71c1e447344a1833ecd,2024-06-09T16:53:24+10:00,saranti,flip subfigures axes to match subplots,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),6779f1b0c80b85ce982c7e4f400dbd1460d90ed0,2024-06-07T18:48:58+02:00,Antony Lee,Document that axes unsharing is impossible.,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),623445641b3a9bbe92c01d8b454b812bdd9f6ccb,2024-06-02T10:47:35-04:00,Thomas A Caswell,Backport PR #28292: Resolve MaxNLocator IndexError when no large steps,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),5981aa45e43263d1f0b95774f19e5bbff2b68596,2024-05-24T11:42:41-06:00,dale,Resolve IndexError when no large steps,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),279cd8f3257ef269da2270d4b7360de8fde02503,2024-05-15T21:09:20+01:00,Ruth Comer,Remove internal use of Artist.figure,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),e36397c508544c5097d8b79a011801ee5b0717fb,2024-05-08T09:48:45+02:00,Oscar Gustafsson,Expire keyword only deprecations,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),68ed8e62e0e0ef7a168784e8847cf83268c12fd7,2024-05-08T09:31:05+02:00,Oscar Gustafsson,Expire numdecs deprecation,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),9a795c2543c5ba5d734de2dad98153781758ccbf,2024-05-06T14:50:55+01:00,Ruth Comer,Rationalise artist get_figure; make figure attribute a property,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,10b7d657871a5670b0dea648027d12212cbb137c,2024-05-03T19:45:51+10:00,saranti,deprecate boxplot:vertical rcparam,69,Style file loaded via package resources
matplotlib,lib/matplotlib/tests/data/test_inline_01.ipynb,lib/matplotlib/tests/test_backend_inline.py,subprocess (jupyter nbconvert),2fec35ac6007eabd5d84244fe096297b723c98d4,2024-05-02T15:06:23-04:00,Elliott Sales de Andrade,Backport PR #27948: Move IPython backend mapping to Matplotlib and support entry points,1,Jupyter notebook executed in subprocess
matplotlib,lib/matplotlib/tests/data/test_nbagg_01.ipynb,lib/matplotlib/tests/test_backend_nbagg.py,subprocess (jupyter nbconvert),2fec35ac6007eabd5d84244fe096297b723c98d4,2024-05-02T15:06:23-04:00,Elliott Sales de Andrade,Backport PR #27948: Move IPython backend mapping to Matplotlib and support entry points,1,Jupyter notebook executed in subprocess
matplotlib,lib/matplotlib/mpl-data/stylelib/dark_background.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,3d758e2dfdda315828b1359361bc083a9fffab01,2024-04-30T18:06:43+02:00,Antony Lee,Don't set savefig.facecolor/edgecolor in dark_background/538 styles.,4,Style file loaded via package resources
matplotlib,lib/matplotlib/mpl-data/stylelib/fivethirtyeight.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,3d758e2dfdda315828b1359361bc083a9fffab01,2024-04-30T18:06:43+02:00,Antony Lee,Don't set savefig.facecolor/edgecolor in dark_background/538 styles.,5,Style file loaded via package resources
matplotlib,lib/matplotlib/tests/data/test_inline_01.ipynb,lib/matplotlib/tests/test_backend_inline.py,subprocess (jupyter nbconvert),fe7d7b7aebe0df0923bc2fa336a337a96c9947b3,2024-04-29T11:52:34+01:00,Ian Thomas,Move IPython backend registration to Matplotlib,1,Jupyter notebook executed in subprocess
matplotlib,lib/matplotlib/tests/data/test_nbagg_01.ipynb,lib/matplotlib/tests/test_backend_nbagg.py,subprocess (jupyter nbconvert),fe7d7b7aebe0df0923bc2fa336a337a96c9947b3,2024-04-29T11:52:34+01:00,Ian Thomas,Move IPython backend registration to Matplotlib,1,Jupyter notebook executed in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),28ab92ef7915b14eb80be52c8254b02b1a5d9083,2024-04-12T10:35:39+02:00,Tim Hoffmann,Backport PR #28056: Strip trailing spaces from log-formatter cursor output.,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),8d3dfce63739a9a3481854ba9dbc1b9019fe3f35,2024-04-11T10:49:50+02:00,Antony Lee,Strip trailing spaces from log-formatter cursor output.,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),dea6de9002313a1a68d40fcad0d144d85f572ecc,2024-04-03T15:11:18-04:00,Thomas A Caswell,Backport PR #27955: Add a draw during show for macos backend,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),52d8bcbe2439a8265700985cf8b105c13a040ff7,2024-03-20T17:58:02-05:00,Kyle Sunden,Add a draw during show for macos backend,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),2ff72be64c65750b4f42706136e66f590f33e097,2024-03-20T11:25:22-04:00,trananso,Add documentation for align_titles,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),ecf1553b4a520cbea42bd44d429648130e5d9597,2024-03-19T16:11:22-04:00,trananso,Implement align_titles based on align_xlabels,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),1004e032a4f102e88ec4a19153233c21f6123458,2024-03-14T13:39:33-04:00,Thomas A Caswell,Backport PR #27875: macosx: Clean up single-shot timers correctly,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/backends/backend_macosx.py,lib/matplotlib/tests/test_backend_macosx.py,subprocess (subprocess_run_helper),9eda24f891966cdff80a22be331876deca94a7e6,2024-03-07T03:41:07-05:00,Elliott Sales de Andrade,macosx: Clean up single-shot timers correctly,146,Backend code executed in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),fd4ea1d6bb617121e76f3c464dc938c91b268a17,2024-02-01T09:05:08+01:00,Antony Lee,Simplify Figure._suplabels.,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),d3144b191e938c8fc2bec91ee80d4c1f52456624,2024-01-30T16:01:35Z,David Stansby,Improve Locator docstrings (#27686),718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),697c7cb6dfac027727f3c99a9abe9d4d07089b2f,2024-01-17T11:57:43Z,David Stansby,Merge pull request #27647 from saranti/minorticks,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),6640e6063ff92893dc554df47f8f69218b44f81e,2024-01-14T20:16:00+11:00,saranti,fix minorticks_on,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),3a3f5eea704702f54d86da1bf31c1f6d35b4523a,2024-01-05T18:27:07+01:00,Antony Lee,Let FormatStrFormatter respect axes.unicode_minus.,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),a690651b6afb8ff2971afb8a088b00f5bec81311,2024-01-05T13:25:34+01:00,Antony Lee,Clarify dollar_ticks example and FormatStrFormatter docs.,718,Ticker locale test in subprocess
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),d06d04b3787cf9e5da0525b1cca993c3b96cf720,2023-12-28T17:53:36-05:00,Thomas A Caswell,DOC: soften warning on miss-matched versions in unpickle,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),265e49ebe3bd3a10979b55b54101eda5676506b6,2023-12-28T12:00:19-05:00,Thomas A Caswell,MNT: add the running version to pickle warning message,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),ab8e59029abef87f24b6066f698a55494274796a,2023-12-22T10:02:29+01:00,Tim Hoffmann,Use :mpltype:`color` for color types,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),d7946fbf02377eb834eba9b579e06d3c2a6cf3cd,2023-12-21T17:53:10+01:00,Cyril Gadal,Changes to SubFigures so it behave like a regular artist:,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),e5562bb7453c50321070784372cefa75339992e7,2023-12-20T11:13:51-08:00,zoehcycy,Check if the mappable is in a different Figure than the one fig.color… (#27458),1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),d9f9abee868b2c126e755d300c56432e7d4450b0,2023-11-22T23:02:10+01:00,Antony Lee,Implement SubFigure.remove.,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,cfb494f815ec9ee1318c8e810dbaf10d3be5112f,2023-11-16T18:40:44-06:00,Kyle Sunden,Backport PR #27299: [MNT] swap xkcd script for humor sans,69,Style file loaded via package resources
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),63b064a7176201f953541912e629a2a4d92547be,2023-11-14T17:26:41+01:00,Oscar Gustafsson,[DOC] Minor fixes for savefig-docstring,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/figure.py,lib/matplotlib/tests/test_pickle.py,subprocess (subprocess_run_helper),2b587481f9e93461f770d63c5e7f5759b662a27a,2023-11-14T12:40:19-05:00,hannah,Backport PR #27323: [DOC] Minor fixes for savefig-docstring,1087,Figure pickle format used in subprocess test
matplotlib,lib/matplotlib/mpl-data/stylelib/classic.mplstyle,lib/matplotlib/tests/test_style.py,importlib.resources,0c34e5e06fbaa3d8e5432df62f3628a576f9f353,2023-11-06T22:19:31-05:00,hannah,swap xkcd script for humor sans add xkcd-script font to doc build,69,Style file loaded via package resources
matplotlib,lib/matplotlib/ticker.py,lib/matplotlib/tests/test_ticker.py,subprocess (subprocess_run_helper),dce48368473c4506e34fb1235ce2215a0407206d,2023-11-06T20:32:22+01:00,Antony Lee,Clarify behavior of `prune` parameter to MaxNLocator.,718,Ticker locale test in subprocess
